track_id,track_title,artist_name,artist_id,album_title,album_id,track_duration,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
2,Food,AWOL,1,AWOL - A Way Of Life,1,168,0.4166752327,0.6758939853,0.6344762684,0.010628068300000001,0.17764657120000002,0.1593100648,165.922,0.576660988
3,Electric Ave,AWOL,1,AWOL - A Way Of Life,1,237,0.3744077685,0.5286430621,0.8174611317,0.0018511032,0.10587994380000001,0.46181812759999996,126.957,0.2692402421
5,This World,AWOL,1,AWOL - A Way Of Life,1,206,0.0435668989,0.7455658702,0.7014699916,0.0006967989999999999,0.37314331240000004,0.12459534189999999,100.26,0.6216612236
10,Freeway,Kurt Vile,6,Constant Hitmaker,6,161,0.9516699648,0.6581786543,0.9245251615000001,0.9654270154000001,0.1154738842,0.032985219100000004,111.562,0.9635898919
134,Street Music,AWOL,1,AWOL - A Way Of Life,1,207,0.4522173071,0.5132380502,0.5604099311,0.0194426943,0.09656669400000001,0.5255193792,114.29,0.8940722715
139,CandyAss,Alec K. Redfearn & the Eyesores,54,Every Man For Himself,60,296,0.10654952529999999,0.2609111726,0.6070668636,0.8350869898000001,0.2236762711,0.0305692764,196.961,0.1602670903
140,Queen Of The Wires,Alec K. Redfearn & the Eyesores,54,The Blind Spot,61,253,0.3763124975,0.7340790229,0.2656847734,0.6695811237,0.08599512220000001,0.0390682262,107.952,0.6099912728
141,Ohio,Alec K. Redfearn & the Eyesores,54,Every Man For Himself,60,182,0.9636568795999999,0.43593299799999996,0.0756321472,0.34549349090000003,0.1056858694,0.0266578493,33.477,0.1639499337
142,Punjabi Watery Grave,Alec K. Redfearn & the Eyesores,54,The Quiet Room,62,470,0.6628811246,0.37906547659999995,0.8238557795999999,0.9102661844,0.08870525509999999,0.0790903546,147.781,0.09286763220000001
144,Wire Up,Amoebic Ensemble,56,Amoebiasis,64,82,0.9090114288,0.4436425913,0.6419971681000001,0.9240916995999999,0.26766945129999997,0.08965891320000001,128.537,0.7882507820999999
145,Amoebiasis,Amoebic Ensemble,56,Amoebiasis,64,326,0.2355061866,0.43867169240000004,0.4877519875,0.7161218401,0.0703593076,0.047297772,120.79,0.6504516889999999
146,Gimme a Buck or I'll Touch You / Boilermaker,Amoebic Ensemble,56,Limbic Rage,65,354,0.5320194932,0.4176809211,0.47642249810000004,0.4025004064,0.172104669,0.0353607215,135.468,0.6823971806
147,Repetitive Motion Sickness,Amoebic Ensemble,56,Limbic Rage,65,232,0.7784099162,0.7066810633,0.8661160134999999,0.8067025984999999,0.1046498167,0.0650834651,120.218,0.9176129075
153,Hundred-Year Flood,Arc and Sender,60,Arc and Sender,69,405,0.9883055495999999,0.2556609004,0.9797737929000001,0.9730057241,0.121342,0.051739762300000006,90.241,0.0340178672
154,Squares And Circles,Arc and Sender,60,Arc and Sender,69,319,0.9701348868999999,0.35294613119999996,0.0238515619,0.9571128851999999,0.1132607212,0.0321767642,53.758,0.035631561
155,Maps of the Stars Homes,Arc and Sender,60,unreleased demo,70,756,0.9816573443000001,0.1422492483,0.9121220855,0.9672939775,0.3635095155,0.0875269884,91.912,0.034325256400000004
169,Boss of Goth,Argumentix,62,Boss of Goth,72,144,0.989141175,0.2259775281,0.7228348526999999,0.2630762793,0.0923705318,0.0534063523,94.322,0.0283472078
170,Industry Standard Massacre,Argumentix,62,Nightmarcher,73,181,0.8866597102,0.2985183025,0.7443325625,0.9209504901000001,0.13958701839999998,0.08878104140000001,97.88,0.0735475474
171,Marching as Technitions,Argumentix,62,Victim of Your Life,74,80,0.6982777611,0.28581564579999996,0.2134937338,0.9556913003,0.0870359278,0.0640938189,125.645,0.1505991359
172,I Can't Stand You Up-right,Argumentix,62,Heir to the Power Bear Fortune,75,206,0.8155489042,0.14412507119999998,0.8927211866,0.9004301244,0.10470346679999999,0.1022936576,138.68,0.0349164186
173,Save Life's Golden Receipt In Case Refund Needed,Argumentix,62,Boss of Goth,72,218,0.8421128878,0.2852932287,0.5646886968,0.9516243456,0.1104813781,0.0406105474,166.552,0.254299214
174,Senator's Stance,Argumentix,62,Boss of Goth,72,199,0.3673926458,0.3396980706,0.8466394386,0.9091861794,0.19894398030000002,0.46260747259999996,70.887,0.0482427328
175,Snapped Today,Argumentix,62,Nightmarcher,73,111,0.9939276168000001,0.3100899771,0.9524931303,0.2743114791,0.3542305191,0.8257439070999999,69.413,0.0334023117
176,Step Up to Legends,Argumentix,62,Victim of Your Life,74,160,0.8335160134999999,0.2065092789,0.779140487,0.9408410856,0.3723113985,0.07722714480000001,123.583,0.028143815699999998
177,Petty Hate Machine,Argumentix,62,Boss of Goth,72,129,0.7542752993,0.20911290649999997,0.5799592774,0.7368654346,0.1121648933,0.0733502023,95.932,0.0833302608
178,Lend Me a Blanket,Argumentix,62,"Tarantula Downpour 7""",76,259,0.9955533218000001,0.18614592989999998,0.4130542364,0.9551374475,0.11171627640000001,0.040892505,61.316,0.252819344
179,Ready to Die,Argumentix,62,Dracula Safari,77,90,0.9588732916,0.2746088553,0.9894824701,0.9193623081,0.5465156876,0.1853163118,84.173,0.0332076001
189,The Thought Of It,Ed Askew,127,What I Know,85,283,0.9936702086,0.6225780356,0.216906878,0.9728700043,0.1109893491,0.0299235029,92.124,0.039641258
190,Castle Of Stars,Ed Askew,127,Blue Piano,84,249,0.9906294901999999,0.5007534567,0.3712297429,0.10283844380000001,0.21881019420000003,0.0325288108,100.919,0.2512323052
191,Song About Michael,Ed Askew,127,What I Know,85,224,0.9824639154000001,0.28655729329999996,0.2383479416,0.9429368516,0.0974932193,0.029907909700000002,115.292,0.08613650839999999
192,Ed Talk WNYC,Ed Askew,127,What I Know,85,40,0.9928656425,0.653847565,0.0441512437,0.3384042114,0.1127408309,0.8453119277,129.673,0.7881602727
193,Here With You,Ed Askew,127,Blue Piano,84,254,0.9140388753,0.6406010435,0.1640712523,0.7605621934000001,0.25839903280000004,0.09921032119999999,49.831,0.19078971100000003
194,All I want to Do,Ed Askew,127,Blue Piano,84,192,0.9929059493000001,0.49473017659999996,0.2003375585,0.618086852,0.0864499383,0.0389377953,103.779,0.2532444151
195,I Remember You,Ed Askew,127,What I Know,85,339,0.9894955507,0.49398945619999995,0.1845083868,0.9684166432,0.11659458710000001,0.0423415399,50.168,0.2670295163
196,Bright Mr Brother,Ed Askew,127,What I Know,85,170,0.9954594975,0.3700605051,0.1467337752,0.9728133564,0.1178278324,0.0357200319,107.346,0.1360601183
197,Piano 2,Ed Askew,127,Blue Piano,84,68,0.9835851840000001,0.6026565649,0.007043696899999999,0.7917134418,0.08002191269999999,0.4211134428,128.698,0.7700094570999999
198,It Breaks My Heart,Ed Askew,127,Blue Piano,84,269,0.9947583569,0.4444766366,0.25420245550000004,0.9073222684000001,0.1381990807,0.0326918427,107.605,0.1920340768
199,Rimbaud,Ed Askew,127,What I Know,85,263,0.8370462240000001,0.6526869632,0.2081522129,0.9139808956000001,0.09810690789999998,0.0445847109,86.536,0.3477647197
200,Baby Come Home,Ed Askew,127,Blue Piano,84,194,0.9601916036,0.21592592859999998,0.29512645579999996,0.8029777144,0.17007612079999998,0.037825105299999995,200.391,0.3677399293
201,Big City,Ed Askew,127,What I Know,85,210,0.9918128928,0.461854871,0.5437512413000001,0.964922262,0.13700643199999998,0.025687709700000002,93.945,0.7586315481999999
202,Palomino,Ed Askew,127,What I Know,85,258,0.9948479145999999,0.5716589366,0.2114205223,0.9688926848999999,0.1201000045,0.0354200879,111.007,0.1926132843
203,Song For R,Ed Askew,127,Blue Piano,84,195,0.9927647775,0.5889867604,0.13791829460000002,0.0873760557,0.0957687898,0.05846397440000001,122.31,0.6310426834
204,My Dream,Ed Askew,127,Blue Piano,84,324,0.9767540277,0.4134284125,0.2261673577,0.2648709939,0.1450636575,0.0394289715,105.012,0.2535385321
205,What Crow Saw,Ed Askew,127,What I Know,85,244,0.9955932412,0.2908936588,0.13399815439999999,0.965615896,0.1017310561,0.0322284321,103.425,0.12606685310000001
206,Bella Crane,Ed Askew,127,What I Know,85,141,0.9956487220999999,0.4031290025,0.2098922735,0.9728700043,0.128509764,0.0380096668,119.073,0.9296188952
207,Piano 3,Ed Askew,127,Blue Piano,84,96,0.9872581156,0.6337333928,0.008987467800000001,0.91008157,0.1079745759,0.24867332190000002,49.581,0.7088659407
208,Safe Harbor,Ed Askew,127,Blue Piano,84,273,0.9857274225,0.4165116076,0.36330957770000005,0.7833436078,0.2084982689,0.0331775203,110.579,0.218290722
209,Safe Harbor,Ed Askew,127,Blue Piano,84,328,0.9952728476,0.4806609025,0.5754643724,0.8969551174,0.36915668960000003,0.080061934,96.053,0.2229531438
210,In the French Court,Ed Askew,127,Blue Piano,84,184,0.9895332895000001,0.43018957979999994,0.2270358594,0.5246838508,0.10581529419999999,0.034497727799999996,96.845,0.2727912235
211,In America,Ed Askew,127,Blue Piano,84,247,0.9911357831000001,0.6055538261,0.1730043357,0.8060266737,0.1652396741,0.0298381006,95.105,0.15460030660000001
212,When I Arive,Ed Askew,127,Blue Piano,84,230,0.8440504744,0.6687378163000001,0.35695776009999997,0.0298648372,0.6185204718,0.0289271098,100.117,0.34881740340000006
213,Boute,Au,66,Au,86,247,0.933741035,0.3127198225,0.34099904659999997,0.9192423237,0.0829758431,0.032745236000000004,142.499,0.0430538151
226,W.T.M.,Bad News Bats,68,Bad News Bats,88,231,0.1325832964,0.5411565335,0.7572551846,0.8826174388,0.0994326594,0.029215969700000004,144.808,0.7335055159
228,Don't Run With Pizzas,Bad News Bats,68,Bad News Bats,88,218,0.016759124099999998,0.36195544960000003,0.8723790415,0.922775365,0.15177309,0.03860093,146.546,0.5326324643
236,"Push Am (Left, Right)",Banana Clipz,73,Bersa Discos #8,93,309,0.2300126484,0.8489183547,0.4449207172,0.8200668647,0.16260593869999998,0.1017437726,120.095,0.8463134804000001
237,Garbage and (Garbage and Fire),Barnacled,74,6,94,450,0.9683181687000001,0.3062691187,0.5410397893,0.9562061822,0.0887635206,0.1182327158,130.996,0.039938682
238,France Attacks,Barnacled,74,6,94,821,0.9761979688,0.245786029,0.28694054620000004,0.9614360163,0.1162166007,0.048798335400000004,81.869,0.1175977314
247,A New Map for Kissing,Bird Names,80,On Opaque Things,100,146,0.9933968022,0.44197155479999994,0.4848943949,0.938292699,0.0928928461,0.0449218687,133.196,0.6382050743
249,The Indefinite Time Yet to Come,Bird Names,80,On Opaque Things,100,125,0.9797552518000001,0.3717837511,0.5234081405,0.9688381615,0.10944696179999999,0.0703791312,168.606,0.3771696974
252,It's Becoming a Stranger,Bird Names,80,On Opaque Things,100,173,0.9931880002,0.7101448519,0.2506732431,0.9463424718000001,0.1059124645,0.0364616413,111.228,0.4905165083
255,We Want to be Old,Bird Names,80,On Opaque Things,100,182,0.9873281737,0.7035909912999999,0.4357120518,0.9017230301000001,0.11375812029999999,0.0676240084,122.811,0.9108207731999999
256,Toggle,Black Elk,81,Black Elk,102,202,0.4302465419,0.2620499343,0.9720856698999999,0.8966929619,0.40734358979999996,0.151244955,118.281,0.061796259900000004
257,My Lil',Black Elk,81,Black Elk,102,146,0.35708557469999996,0.1893451584,0.9397064969,0.9456612187000001,0.1468501128,0.0640669936,83.959,0.20225971850000002
258,Eyebone,Black Elk,81,Black Elk,102,384,0.061475306900000005,0.2876325615,0.9386526141,0.8752996372,0.1165203541,0.0906159476,119.803,0.1425962452
303,Splish spladdy,Blah Blah Blah,84,Green Collection,108,136,0.9229070256999999,0.4408680304,0.24345172780000002,0.8597139689,0.1147383417,0.33781579450000004,129.598,0.5770688544
304,Woo You,Blah Blah Blah,84,Stripey Collection,109,191,0.8656867698999999,0.2788749499,0.06692455559999999,0.9149633131,0.1115463316,0.0341102691,143.114,0.074577945
305,Disney on Ice,Blah Blah Blah,84,Gold Collection,110,159,0.7642476101000001,0.7331117168000001,0.0794868304,0.9354613429,0.11164063099999999,0.042528775,108.131,0.1079464553
306,The Prime Four,Blah Blah Blah,84,Green Collection,108,129,0.9679604945,0.3043261534,0.34257858350000003,0.7606700273999999,0.11113636800000001,0.0444210503,142.342,0.0985764972
307,Out on the farm,Blah Blah Blah,84,Green Collection,108,205,0.7737696606000001,0.5520261656000001,0.25132767359999997,0.5689758335,0.11074307929999999,0.05063255269999999,117.247,0.35698424659999994
308,The Hotel,Blah Blah Blah,84,Stripey Collection,109,186,0.881460625,0.47433414890000003,0.0350171505,0.9309336375,0.10474376630000001,0.033712152200000005,92.951,0.3192393982
309,Where are all the people,Blah Blah Blah,84,Green Collection,108,229,0.3354814295,0.39026309159999995,0.0210673625,0.9375081467,0.0890456969,0.0414906452,60.382,0.039932121200000004
310,Going Down to Soho,Blah Blah Blah,84,Gold Collection,110,146,0.8079393951999999,0.5854778619,0.4245642816,0.8904640175,0.110307525,0.0391659925,142.579,0.2051829532
311,Tropical Holiday Time,Blah Blah Blah,84,Stripey Collection,109,205,0.5666584153,0.6690948046999999,0.0575404526,0.1213279874,0.1062701681,0.051355468499999994,188.94,0.6943441968
312,Tropical Sheep,Blah Blah Blah,84,Green Collection,108,199,0.9903200573000001,0.36201378289999997,0.4860880871,0.8482693406999999,0.09392084460000001,0.5671853131,91.32,0.3769774443
313,Think Things Of You,Blah Blah Blah,84,Stripey Collection,109,142,0.97720379,0.7488810231,0.1312602862,0.7658816688,0.11236598769999999,0.1340369193,101.106,0.5215820055
314,Daisey Chains,Blah Blah Blah,84,Green Collection,108,166,0.0781233043,0.7247998644,0.4309547519,0.0164872769,0.07082930330000001,0.0328616557,89.032,0.8506392186
315,Interference,Blah Blah Blah,84,Gold Collection,110,280,0.47640169979999997,0.44301671340000004,0.1683930193,0.9096679701,0.1500001484,0.05642099440000001,107.08,0.5096621292
316,Itching in my pants,Blah Blah Blah,84,Gold Collection,110,87,0.7971096734,0.4839170861,0.061000622000000004,0.5976705771999999,0.11034757140000001,0.1910664132,103.859,0.2525714531
317,Very Nice,Blah Blah Blah,84,Stripey Collection,109,198,0.968785317,0.3987545091,0.3337205089,0.9306147173,0.2772027491,0.0400438008,112.977,0.2408233784
318,1-2-3-4,Blah Blah Blah,84,30th Anniversary Blah Blah Blah,112,41,0.6051765353999999,0.45289278200000005,0.259907492,0.9652117881000001,0.0993548237,0.075779772,78.172,0.5171763460000001
319,Complete Shakespeare,Blah Blah Blah,84,Green Collection,108,156,0.890498485,0.3164130813,0.0596131071,0.9133028781,0.1088080258,0.0387785138,133.934,0.1224173219
320,The Natives are Restless,Blah Blah Blah,84,Gold Collection,110,316,0.8644036436,0.6928453265000001,0.1165388521,0.7517062673,0.1070393409,0.1236913826,126.665,0.33986853079999996
321,Heart Attack,Blah Blah Blah,84,Stripey Collection,109,273,0.8975934040000001,0.25471575539999997,0.2716163948,0.9586166184,0.0804039563,0.0325248017,147.547,0.1783694552
322,Shopping Bag,Blah Blah Blah,84,Green Collection,108,110,0.8004765473000001,0.4342176429,0.183197095,0.9392859407999999,0.1225038362,0.0787960323,143.529,0.146380735
323,Crocodile Song,Blah Blah Blah,84,Green Collection,108,237,0.9738249915,0.3350584873,0.1258033776,0.9223461572,0.1105173637,0.0335835578,73.895,0.1438152772
